day,time,operation
36,21:59,стартовал grafana
36,21:59,запустил test
36,22:00,стартовал grafana
36,22:00,запустил test
36,22:00,стартовал grafana
36,22:00,стартовал grafana
36,22:00,запустил test
36,22:01,запустил test
36,22:01,стартовал grafana
36,22:01,запустил test
36,22:02,запустил test
36,22:02,стартовал grafana
36,22:02,стартовал grafana
36,22:02,запустил test
36,22:03,стартовал grafana
36,22:03,запустил test
36,22:03,стартовал grafana
36,22:03,стартовал grafana
36,22:03,запустил test
36,22:04,запустил test
36,22:04,стартовал grafana
36,22:04,стартовал grafana
36,22:04,запустил test
36,22:05,запустил test
36,22:05,запустил test
36,22:05,стартовал grafana
36,22:06,стартовал grafana
36,22:06,запустил test
36,22:06,стартовал grafana
36,22:06,запустил test
36,22:07,стартовал grafana
36,22:07,стартовал grafana
36,22:07,запустил test
36,22:07,запустил test
36,22:08,запустил test
36,22:08,стартовал grafana
36,22:08,запустил test
36,22:08,перешел в status FAILED
36,22:09,стартовал grafana
36,22:09,перешел в status FAILED
36,22:09,стартовал grafana
36,22:09,запустил test
36,22:09,перешел в status FAILED
36,22:09,стартовал grafana
36,22:09,запустил test
36,22:10,стартовал grafana
36,22:10,запустил test
36,22:10,запустил test
36,22:11,запустил test
36,22:11,перешел в status FAILED
36,22:11,перешел в status FAILED
36,22:11,стартовал grafana
36,22:11,запустил test
36,22:11,перешел в status FAILED
36,22:12,стартовал grafana
36,22:12,запустил test
36,22:12,перешел в status FAILED
36,22:12,запустил test
36,22:12,перешел в status FAILED
36,22:13,запустил test
36,22:13,перешел в status FAILED
36,22:13,запустил test
36,22:13,перешел в status FAILED
36,22:14,запустил test
36,22:14,перешел в status FAILED
36,22:14,запустил test
36,22:14,перешел в status FAILED
36,22:15,запустил test
36,22:15,перешел в status FAILED
36,22:15,запустил test
36,22:15,перешел в status FAILED
36,22:16,запустил test
36,22:16,перешел в status FAILED
36,22:16,запустил test
36,22:16,перешел в status FAILED
36,22:17,запустил test
36,22:17,перешел в status FAILED
36,22:17,запустил test
36,22:17,перешел в status FAILED
36,22:18,запустил test
36,22:18,перешел в status FAILED
36,22:18,запустил test
36,22:18,перешел в status FAILED
36,22:19,запустил test
36,22:19,перешел в status FAILED
36,22:19,запустил test
36,22:19,перешел в status FAILED
36,22:20,запустил test
36,22:20,перешел в status FAILED
36,22:20,запустил test
36,22:20,перешел в status FAILED
36,22:21,запустил test
36,22:21,перешел в status FAILED
36,22:21,запустил test
36,22:21,перешел в status FAILED
36,22:22,запустил test
36,22:22,запустил test
36,22:24,запустил test
36,22:24,стартовал grafana
36,22:24,запустил test
36,22:24,перешел в status FAILED
36,22:24,перешел в status FAILED
36,22:24,стартовал grafana
36,22:27,запустил test
36,22:29,стартовал grafana
36,22:30,запустил test
36,22:30,перешел в status FAILED
36,22:33,запустил test
36,22:35,стартовал grafana
36,22:36,запустил test
36,22:38,стартовал grafana
36,22:39,запустил test
36,22:41,стартовал grafana
36,22:42,запустил test
36,22:44,стартовал grafana
36,22:45,запустил test
36,22:46,стартовал grafana
36,22:48,запустил test
36,22:50,стартовал grafana
36,22:51,запустил test
36,22:52,запустил test
36,22:52,запустил test
36,22:52,стартовал grafana
36,22:53,запустил test
36,22:54,стартовал grafana
36,22:54,стартовал grafana
36,22:55,запустил test
36,22:55,стартовал grafana
36,22:56,запустил test
36,22:57,стартовал grafana
36,22:58,запустил test
36,22:59,стартовал grafana
36,22:59,запустил test
36,23:00,стартовал grafana
36,23:01,запустил test
36,23:02,стартовал grafana
36,23:02,запустил test
36,23:03,стартовал grafana
36,23:04,запустил test
36,23:05,стартовал grafana
36,23:05,запустил test
36,23:06,стартовал grafana
36,23:07,запустил test
36,23:08,стартовал grafana
36,23:08,запустил test
36,23:09,стартовал grafana
36,23:10,запустил test
36,23:10,стартовал grafana
36,23:11,запустил test
36,23:12,стартовал grafana
36,23:13,запустил test
36,23:13,стартовал grafana
36,23:14,запустил test
36,23:15,стартовал grafana
36,23:16,запустил test
36,23:17,стартовал grafana
36,23:17,запустил test
36,23:19,стартовал grafana
36,23:19,запустил test
36,23:19,стартовал grafana
36,23:20,запустил test
36,23:21,перешел в status FAILED
36,23:22,запустил test
36,23:23,стартовал grafana
36,23:23,запустил test
36,23:24,стартовал grafana
36,23:25,запустил test
36,23:26,стартовал grafana
36,23:26,запустил test
36,23:27,стартовал grafana
36,23:28,запустил test
36,23:28,стартовал grafana
36,23:29,запустил test
36,23:30,стартовал grafana
36,23:31,запустил test
36,23:31,стартовал grafana
36,23:32,запустил test
36,23:33,стартовал grafana
36,23:34,запустил test
36,23:35,стартовал grafana
36,23:35,запустил test
36,23:37,стартовал grafana
36,23:37,запустил test
36,23:37,стартовал grafana
36,23:38,запустил test
36,23:39,стартовал grafana
36,23:40,запустил test
36,23:40,стартовал grafana
36,23:41,запустил test
36,23:42,стартовал grafana
36,23:43,запустил test
36,23:43,стартовал grafana
36,23:44,запустил test
36,23:45,стартовал grafana
36,23:46,запустил test
36,23:47,стартовал grafana
36,23:47,запустил test
36,23:49,стартовал grafana
36,23:49,запустил test
36,23:50,стартовал grafana
36,23:50,запустил test
36,23:51,стартовал grafana
36,23:52,запустил test
36,23:52,стартовал grafana
36,23:53,запустил test
36,23:54,стартовал grafana
36,23:55,запустил test
36,23:55,стартовал grafana
36,23:56,запустил test
36,23:57,стартовал grafana
36,23:58,запустил test
36,23:58,стартовал grafana
36,23:59,запустил test
37,00:00,стартовал grafana
37,00:01,запустил test
37,00:02,стартовал grafana
37,00:02,запустил test
37,00:03,стартовал grafana
37,00:04,запустил test
37,00:04,стартовал grafana
37,00:05,запустил test
37,00:06,стартовал grafana
37,00:07,запустил test
37,00:07,стартовал grafana
37,00:08,запустил test
37,00:09,стартовал grafana
37,00:10,запустил test
37,00:11,стартовал grafana
37,00:11,запустил test
37,00:12,стартовал grafana
37,00:13,запустил test
37,00:13,стартовал grafana
37,00:14,запустил test
37,00:15,стартовал grafana
37,00:16,запустил test
37,00:16,стартовал grafana
37,00:17,запустил test
37,00:18,стартовал grafana
37,00:19,запустил test
37,00:20,стартовал grafana
37,00:20,запустил test
37,00:21,стартовал grafana
37,00:22,запустил test
37,00:22,стартовал grafana
37,00:23,запустил test
37,00:24,стартовал grafana
37,00:25,запустил test
37,00:26,стартовал grafana
37,00:26,запустил test
37,00:27,стартовал grafana
37,00:28,запустил test
37,00:29,стартовал grafana
37,00:29,запустил test
37,00:30,стартовал grafana
37,00:31,запустил test
37,00:31,стартовал grafana
37,00:32,запустил test
37,00:33,стартовал grafana
37,00:34,запустил test
37,00:34,стартовал grafana
37,00:35,запустил test
37,00:36,стартовал grafana
37,00:37,запустил test
37,00:38,стартовал grafana
37,00:38,запустил test
37,00:39,стартовал grafana
37,00:40,запустил test
37,00:41,стартовал grafana
37,00:41,запустил test
37,00:42,стартовал grafana
37,00:43,запустил test
37,00:43,стартовал grafana
37,00:44,запустил test
37,00:45,стартовал grafana
37,00:46,запустил test
37,00:47,стартовал grafana
37,00:47,запустил test
37,00:48,стартовал grafana
37,00:49,запустил test
37,00:49,стартовал grafana
37,00:50,запустил test
37,00:51,стартовал grafana
37,00:52,запустил test
37,00:52,стартовал grafana
37,00:53,запустил test
37,00:54,стартовал grafana
37,00:55,запустил test
37,00:56,стартовал grafana
37,00:56,запустил test
37,00:57,стартовал grafana
37,00:58,запустил test
37,00:58,стартовал grafana
37,00:59,запустил test
37,01:00,стартовал grafana
37,01:01,запустил test
37,01:02,стартовал grafana
37,01:02,запустил test
37,01:02,стартовал grafana
37,01:04,запустил test
37,01:04,стартовал grafana
37,01:05,запустил test
37,01:06,стартовал grafana
37,01:07,запустил test
37,01:08,стартовал grafana
37,01:08,запустил test
37,01:09,стартовал grafana
37,01:10,запустил test
37,01:10,стартовал grafana
37,01:11,запустил test
37,01:12,стартовал grafana
37,01:13,запустил test
37,01:14,стартовал grafana
37,01:14,запустил test
37,01:15,стартовал grafana
37,01:16,запустил test
37,01:17,стартовал grafana
37,01:17,запустил test
37,01:18,стартовал grafana
37,01:19,запустил test
37,01:19,стартовал grafana
37,01:20,запустил test
37,01:21,стартовал grafana
37,01:22,запустил test
37,01:22,стартовал grafana
37,01:23,запустил test
37,01:24,стартовал grafana
37,01:25,запустил test
37,01:25,стартовал grafana
37,01:26,запустил test
37,01:27,стартовал grafana
37,01:28,запустил test
37,01:28,стартовал grafana
37,01:29,запустил test
37,01:30,стартовал grafana
37,01:31,запустил test
37,01:32,стартовал grafana
37,01:32,запустил test
37,01:34,стартовал grafana
37,01:34,запустил test
37,01:35,стартовал grafana
37,01:35,запустил test
37,01:36,стартовал grafana
37,01:37,запустил test
37,01:37,стартовал grafana
37,01:38,запустил test
37,01:39,стартовал grafana
37,01:41,стартовал grafana
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:44,перешел в status CANCELED
37,01:44,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:45,перешел в status TEST_STOPPING
37,01:45,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status TEST_STOPPING
37,01:46,перешел в status CANCELED
37,01:46,перешел в status FINISHED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:47,перешел в status CANCELED
37,01:47,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:48,перешел в status TEST_STOPPING
37,01:48,перешел в status CANCELED
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status CANCELED
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status CANCELED
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status CANCELED
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status CANCELED
37,01:49,перешел в status FAILED
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status CANCELED
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status CANCELED
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status CANCELED
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status TEST_STOPPING
37,01:49,перешел в status CANCELED
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status CANCELED
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status FAILED
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status FAILED
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status FAILED
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status CANCELED
37,01:50,перешел в status FAILED
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status CANCELED
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status CANCELED
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status CANCELED
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status CANCELED
37,01:50,перешел в status CANCELED
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status CANCELED
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status FAILED
37,01:50,перешел в status FAILED
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status TEST_STOPPING
37,01:50,перешел в status FAILED
37,01:50,перешел в status FAILED
37,01:51,перешел в status FAILED
37,01:51,перешел в status TEST_STOPPING
37,01:51,перешел в status CANCELED
37,01:51,перешел в status FAILED
37,01:51,перешел в status FAILED
37,01:51,перешел в status TEST_STOPPING
37,01:51,перешел в status CANCELED
37,01:51,перешел в status FAILED
37,01:51,перешел в status TEST_STOPPING
37,01:51,перешел в status CANCELED
37,01:51,перешел в status FAILED
37,01:51,перешел в status TEST_STOPPING
37,01:51,перешел в status CANCELED
37,01:51,перешел в status TEST_STOPPING
37,01:51,перешел в status CANCELED
37,01:51,перешел в status TEST_STOPPING
37,01:51,перешел в status CANCELED
37,01:51,перешел в status TEST_STOPPING
37,01:51,перешел в status CANCELED
37,01:51,перешел в status FAILED
37,01:51,перешел в status TEST_STOPPING
37,01:51,перешел в status CANCELED
37,01:52,перешел в status TEST_STOPPING
37,01:52,перешел в status CANCELED
37,01:52,перешел в status TEST_STOPPING
37,01:52,перешел в status CANCELED
37,01:52,перешел в status FAILED
37,01:52,перешел в status TEST_STOPPING
37,01:52,перешел в status CANCELED
37,01:52,перешел в status TEST_STOPPING
37,01:52,перешел в status CANCELED
37,01:52,перешел в status TEST_STOPPING
37,01:52,перешел в status CANCELED
37,01:52,перешел в status TEST_STOPPING
37,01:52,перешел в status CANCELED
37,01:52,перешел в status TEST_STOPPING
37,01:52,перешел в status CANCELED
37,01:52,перешел в status TEST_STOPPING
37,01:52,перешел в status CANCELED
37,01:52,перешел в status TEST_STOPPING
37,01:52,перешел в status CANCELED
37,01:52,перешел в status TEST_STOPPING
37,01:52,перешел в status CANCELED
37,01:52,перешел в status TEST_STOPPING
37,01:52,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,01:53,перешел в status TEST_STOPPING
37,01:53,перешел в status CANCELED
37,14:30,запустил test
37,14:32,стартовал grafana
37,14:34,запустил test
37,14:34,запустил test
37,14:35,стартовал grafana
37,14:36,стартовал grafana
37,14:37,перешел в status FINISHED
37,14:38,перешел в status TEST_STOPPING
37,14:38,перешел в status CANCELED
37,14:38,перешел в status TEST_STOPPING
37,14:38,перешел в status CANCELED
37,14:41,запустил test
37,14:43,стартовал grafana
37,14:45,перешел в status TEST_STOPPING
37,14:45,перешел в status CANCELED
37,17:31,запустил test
37,17:31,стартовал grafana
37,17:32,запустил test
37,17:34,стартовал grafana
37,17:42,перешел в status FINISHED
37,17:44,перешел в status FINISHED
38,07:49,запустил test
38,07:54,стартовал grafana
38,07:56,перешел в status TEST_STOPPING
38,07:56,перешел в status CANCELED
38,08:28,запустил test
38,08:30,стартовал grafana
38,08:42,перешел в status FINISHED
38,10:59,запустил test
38,10:59,перешел в status TEST_STOPPING
38,10:59,перешел в status FAILED
38,11:03,перешел в status FAILED
38,11:18,запустил test
38,11:20,стартовал grafana
38,11:25,перешел в status FINISHED
38,12:57,запустил test
38,13:00,стартовал grafana
38,13:17,запустил test
38,13:18,перешел в status TEST_STOPPING
38,13:18,перешел в status CANCELED
38,13:18,стартовал grafana
38,14:24,перешел в status FINISHED
39,06:35,запустил test
39,06:37,стартовал grafana
39,06:44,перешел в status FINISHED
39,08:10,запустил test
39,08:11,стартовал grafana
39,08:15,перешел в status FINISHED
39,08:24,запустил test
39,08:26,стартовал grafana
39,09:32,перешел в status FINISHED
40,00:08,команда создана в графане
40,00:08,команда создана
40,00:08,подписка для команды создана
40,00:08,зарегистрировался
40,17:18,запустил test
40,17:20,стартовал grafana
40,17:32,перешел в status FINISHED
41,10:45,команда создана в графане
41,10:45,команда создана
41,10:45,подписка для команды создана
41,10:45,зарегистрировался
41,13:07,запустил test
41,13:09,стартовал grafana
41,13:14,перешел в status FINISHED
42,12:02,запустил test
42,12:05,стартовал grafana
42,13:31,перешел в status FINISHED
42,15:25,ошибка регистрации
42,18:14,запустил test
42,18:15,стартовал grafana
42,18:26,перешел в status FINISHED
42,18:26,запустил test
42,18:26,стартовал grafana
42,18:33,перешел в status FAILED
42,19:55,запустил test
42,19:58,стартовал grafana
42,20:59,перешел в status TEST_STOPPING
42,20:59,перешел в status CANCELED
43,09:28,запустил test
43,09:30,стартовал grafana
43,10:51,перешел в status FINISHED
43,13:49,команда создана в графане
43,13:49,подписка для команды создана
43,13:49,команда создана
43,13:49,зарегистрировался
44,12:04,запустил test
44,12:06,стартовал grafana
44,12:07,перешел в status FAILED
44,12:25,запустил test
44,12:28,стартовал grafana
44,12:31,перешел в status FAILED
44,12:33,запустил test
44,12:35,стартовал grafana
44,12:46,перешел в status FINISHED
44,13:49,команда создана в графане
44,13:49,подписка для команды создана
44,13:49,команда создана
44,13:49,зарегистрировался
44,16:24,запустил test
44,16:28,стартовал grafana
44,17:21,перешел в status TEST_STOPPING
44,17:21,перешел в status CANCELED
45,10:40,команда создана в графане
45,10:40,подписка для команды создана
45,10:40,команда создана
45,10:40,зарегистрировался
45,12:41,запустил test
45,12:43,стартовал grafana
45,12:59,перешел в status FINISHED
45,15:17,команда создана в графане
45,15:17,подписка для команды создана
45,15:17,зарегистрировался
45,15:17,команда создана
45,15:39,запустил test
45,15:40,стартовал grafana
45,15:42,перешел в status FINISHED
45,16:19,запустил test
45,16:21,стартовал grafana
45,16:25,перешел в status FINISHED
45,16:26,запустил test
45,16:27,стартовал grafana
45,16:42,перешел в status FINISHED
